index,Date,Time,Location,Operator,Type,Aboard,Fatalities,Ground,Summary,year,isMilitary,cleaned_summary,main_cause
3971,1990-10-03,20:08,"Cape Canaveral, Florida",Eastern Air Lines,McDonnell Douglas DC-9-31,97.0,1.0,0.0,The aircraft experienced severe turbulence after entering overhang of a thunderstorm at FL 310. Three passengers received serious injuries. One passenger died 20 days after the accident. Failure of the captain to follow procedures by allowing the aircraft to continue into the overhang anvil of a thunderstorm. Failure of the passengers to abide by instructions concerning the use of seat belts. Failure of the flight attendants to enforce the use of seat belts.,1990,False,"['aircraft', 'experienced', 'severe', 'turbulence', 'entering', 'overhang', 'thunderstorm', 'fl', 'three', 'passenger', 'received', 'serious', 'injury', 'one', 'passenger', 'died', 'day', 'accident', 'failure', 'captain', 'follow', 'procedure', 'allowing', 'aircraft', 'continue', 'overhang', 'anvil', 'thunderstorm', 'failure', 'passenger', 'abide', 'instruction', 'concerning', 'use', 'seat', 'belt', 'failure', 'flight', 'attendant', 'enforce', 'use', 'seat', 'belt']",Pilot Error
3972,1990-10-19,15:25,"Near Bella Vista, Bolivia",BAFIN,Douglas C-47B-40-DK,4.0,4.0,0.0,Disappeared en route. Wreckage found 6 years later in the Andes.,1990,False,"['disappeared', 'en', 'route', 'wreckage', 'found', 'year', 'later', 'andes']",Unkown
3973,1990-10-24,01:58,"Santiago de Cuba, Cuba",Cubana de Aviacion,Yakovlev YAK-40,31.0,11.0,0.0,Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.,1990,False,"['struck', 'ground', 'mile', 'short', 'runway', 'high', 'rate', 'speed', 'rain', 'reduced', 'visibility', 'pilot', 'error', 'continuing', 'vfr', 'flight', 'ifr', 'condition']",Weather Conditions
3974,1990-11-11,,"Novossibirsk, Russia",MAP - Ministerstvo Aviatsionnoi Promyshlennosti,Antonov AN-8,10.0,9.0,0.0,The cargo plane crashed after both engines flamed out during an approach to land.,1990,False,"['cargo', 'plane', 'crashed', 'engine', 'flamed', 'approach', 'land']",Mechanical Failure
3975,1990-11-14,19:11,"Stadelberg, Switzerland",Alitalia,McDonnell Douglas DC-9-32,46.0,46.0,0.0,"The aircraft continued to descend after intercepting the glide slope and hit high ground 6 miles from the airport. False indication of VHF NAV on unit No.1 in the aircraft. Possible misread altimeter by the pilot-in-command. Lack of GPWS warning in the cockpit. Crew was not aware of the possibility of incorrect indications in the NAV equipment in use. Non-compliance with basiprocedural instructions during the approach. ATC  did not observe the leaving of the cleared altitude of 4,000 ft.",1990,False,"['aircraft', 'continued', 'descend', 'intercepting', 'glide', 'slope', 'hit', 'high', 'ground', 'mile', 'airport', 'false', 'indication', 'vhf', 'nav', 'unit', 'aircraft', 'possible', 'misread', 'altimeter', 'pilot', 'command', 'lack', 'gpws', 'warning', 'cockpit', 'crew', 'aware', 'possibility', 'incorrect', 'indication', 'nav', 'equipment', 'use', 'non', 'compliance', 'basiprocedural', 'instruction', 'approach', 'atc', 'observe', 'leaving', 'cleared', 'altitude', 'ft']",Pilot Error
3976,1990-11-18,,"Near Medellin, Colombia",SATENA,CASA 212 Aviocar 200,16.0,16.0,0.0,"Crashed into a jungle mountain, Mt. Los Farllones, in poor weather.",1990,False,"['crashed', 'jungle', 'mountain', 'mt', 'los', 'farllones', 'poor', 'weather']",Weather Conditions
3977,1990-11-19,,"Near Ashkhabad, Turkmenistan, USSR",Aeroflot,Mil Mi-8T,15.0,15.0,0.0,Crashed landed after experiencing severe turbulence and engine failure.,1990,False,"['crashed', 'landed', 'experiencing', 'severe', 'turbulence', 'engine', 'failure']",Mechanical Failure
3979,1990-11-21,11:15,"Koh Samui, Thailand",Bangkok Airways,de Havilland Canada DHC-8-103,38.0,38.0,0.0,"After receiving a runway change, the crew executed a missed approach.  They became confused on which way to go. They entered an area of clouds and heavy rain, became disoriented and descended in a left wing down attitude until they impacted the ground at a coconut plantation. The pilots experienced spatial disorientation which resulted in improper control of the aircraft. Numerous procedural errors and poor cockpit discipline by the crew. The pilot flew into weather conditions where he had no visual reference. Lack of cross-checking and monitoring of altitude. Improper monitoring the flight instruments.",1990,False,"['receiving', 'runway', 'change', 'crew', 'executed', 'missed', 'approach', 'became', 'confused', 'way', 'go', 'entered', 'area', 'cloud', 'heavy', 'rain', 'became', 'disoriented', 'descended', 'left', 'wing', 'attitude', 'impacted', 'ground', 'coconut', 'plantation', 'pilot', 'experienced', 'spatial', 'disorientation', 'resulted', 'improper', 'control', 'aircraft', 'numerous', 'procedural', 'error', 'poor', 'cockpit', 'discipline', 'crew', 'pilot', 'flew', 'weather', 'condition', 'visual', 'reference', 'lack', 'cross', 'checking', 'monitoring', 'altitude', 'improper', 'monitoring', 'flight', 'instrument']",Weather Conditions
3980,1990-11-25,,"Off Ravenna, Italy",Eitos,Aerospatiale 330J Puma,13.0,13.0,0.0,The helicopter crashed into the sea during a storm.,1990,False,"['helicopter', 'crashed', 'sea', 'storm']",Weather Conditions
3981,1990-12-03,13:45,"Romulus, Michigan",Northwest Airlines/ Northwest Airlines,Boeing B-727-251 / MD Douglas DC-9-14,198.0,8.0,0.0,Ground collision in dense fog. The 727 was on its takeoff roll when the DC-9 taxied onto the active runway. Improper crew coordination aboard the DC-9.  Failure to stop and alert ATC of positional uncertainty. Eight killed aboard the DC-9. None aboard the B-727.,1990,False,"['ground', 'collision', 'dense', 'fog', 'takeoff', 'roll', 'dc', 'taxied', 'onto', 'active', 'runway', 'improper', 'crew', 'coordination', 'aboard', 'dc', 'failure', 'stop', 'alert', 'atc', 'positional', 'uncertainty', 'eight', 'killed', 'aboard', 'dc', 'none', 'aboard', 'b']",Weather Conditions
3982,1990-12-04,,"Nairobi, Kenya",Sudania Air Cargo,Boeing B-707-320F,10.0,10.0,0.0,"Undershot the runway by 4km on a second approach, hit powerlines and crashed in fog.",1990,False,"['undershot', 'runway', 'km', 'second', 'approach', 'hit', 'powerlines', 'crashed', 'fog']",Weather Conditions
3983,1990-12-06,,"Near Matak, Indonesia",Pelita Air Service,IPTN 332C Super Puma,12.0,10.0,0.0,The helicopter crashed into the sea.,1990,False,"['helicopter', 'crashed', 'sea']",Unkown
3984,1990-12-21,12:20,"Near False Pass, Alaska",MarkAir Commuter,Cessna 208 Caravan I,1.0,1.0,0.0,The cargo plane crashed into mountains while approaching False Pass. The pilot's improper decision to continue flight into an area of mountainous terrain and adverse weather conditions. the terrain and weather were factors.,1990,False,"['cargo', 'plane', 'crashed', 'mountain', 'approaching', 'false', 'pas', 'pilot', 'improper', 'decision', 'continue', 'flight', 'area', 'mountainous', 'terrain', 'adverse', 'weather', 'condition', 'terrain', 'weather', 'factor']",Weather Conditions
3986,1991-01-11,,"Near Belo Horizonte, Brazil",Belair - Air Taxi,Learjet 25C,5.0,5.0,0.0,Crashed in a rainstorm.,1991,False,"['crashed', 'rainstorm']",Weather Conditions
3987,1991-01-30,13:00,"Jalaludin, Indonesia",Merpati Nusantara Airlines,CASA 212 Aviocar 200,21.0,1.0,0.0,The plane made a forced landing during poor weather conditions and crashed into trees on a ridge. All passengers survived but one elderly passenger died while waiting for rescue.,1991,False,"['plane', 'made', 'forced', 'landing', 'poor', 'weather', 'condition', 'crashed', 'tree', 'ridge', 'passenger', 'survived', 'one', 'elderly', 'passenger', 'died', 'waiting', 'rescue']",Weather Conditions
3988,1991-01-31,,"Near Ras Al Khafji, Saudi Arabia",Lockheed AC-130H Hercules,Military - U.S. Air Force,13.0,13.0,0.0,Shot down by a surface-to-air missile during operation Desert Storm.,1991,False,"['shot', 'surface', 'air', 'missile', 'operation', 'desert', 'storm']",Shot down
3989,1991-02-01,18:07,"LAX, Los Angeles, California",USAir / Skywest Airlilnes,Boeing B-737-300 / Swearingen SA-227AC,99.0,34.0,0.0,"The Skywest Metroliner was told to taxi into position for takeoff and hold. The ATC became preoccupied with another aircraft that departed the tower frequency. A Wings West aircraft reporting 'ready for takeoff', caused some confusion because the controller didn't have a flight progress strip in front of her. The strip appeared to have been misfiled at the clearance delivery position. The USAir, which was cleared to land, landed on top of the Metroliner. After the collision, both planes slid off the runway into an unoccupied fire station and burst into flames.The failure of the Los Angeles Air Traffifacility management to implement procedures that provided redundancy comparable to the requirements contained in the National Operational Position Standards and the failure of the FAA ATS to provide adequate policy direction and oversight to its ATC facility managers. These failures created an environment in the Los Angeles ATC tower that ultimately led to the failure of the  controller to maintain awareness of the traffisituation, culminating in the inappropriate clearances and the subsequent collision of the USAir and SkyWest aircraft. Twenty-two killed aboard the USAir and all 12 aboard the Metroliner.",1991,False,"['skywest', 'metroliner', 'told', 'taxi', 'position', 'takeoff', 'hold', 'atc', 'became', 'preoccupied', 'another', 'aircraft', 'departed', 'tower', 'frequency', 'wing', 'west', 'aircraft', 'reporting', 'ready', 'takeoff', 'caused', 'confusion', 'controller', 'flight', 'progress', 'strip', 'front', 'strip', 'appeared', 'misfiled', 'clearance', 'delivery', 'position', 'usair', 'cleared', 'land', 'landed', 'top', 'metroliner', 'collision', 'plane', 'slid', 'runway', 'unoccupied', 'fire', 'station', 'burst', 'flame', 'failure', 'los', 'angeles', 'air', 'traffifacility', 'management', 'implement', 'procedure', 'provided', 'redundancy', 'comparable', 'requirement', 'contained', 'national', 'operational', 'position', 'standard', 'failure', 'faa', 'at', 'provide', 'adequate', 'policy', 'direction', 'oversight', 'atc', 'facility', 'manager', 'failure', 'created', 'environment', 'los', 'angeles', 'atc', 'tower', 'ultimately', 'led', 'failure', 'controller', 'maintain', 'awareness', 'traffisituation', 'culminating', 'inappropriate', 'clearance', 'subsequent', 'collision', 'usair', 'skywest', 'aircraft', 'twenty', 'two', 'killed', 'aboard', 'usair', 'aboard', 'metroliner']",Collision/Geographical
3991,1991-02-07,08:00,"Munford, Alabama",Macon Horizons - Air Taxi,Piper PA-31-350,4.0,4.0,0.0,"Impacted the side of a mountain at 2,300 ft., 10 miles from the destination airport. The pilot attempting visual flight in instrument meteorological conditions below the minimum safe altitude for terrain clearance. Contributing factors were the low ceiling and mountainous terrain.",1991,False,"['impacted', 'side', 'mountain', 'ft', 'mile', 'destination', 'airport', 'pilot', 'attempting', 'visual', 'flight', 'instrument', 'meteorological', 'condition', 'minimum', 'safe', 'altitude', 'terrain', 'clearance', 'contributing', 'factor', 'low', 'ceiling', 'mountainous', 'terrain']",Collision/Geographical
3992,1991-02-13,17:41,"Aspen, Colorado",Air Taxi - Richmor Aviation,Learjet35A,3.0,3.0,0.0,During an unstabilized approach in snow covered terrain and after not lining up correctly the pilot tried to correct the plane back to the centerline and inadvertently stalled the plane which crashed right wing first into the ground. Airspeed not maintained. Inadvertent stall.,1991,False,"['unstabilized', 'approach', 'snow', 'covered', 'terrain', 'lining', 'correctly', 'pilot', 'tried', 'correct', 'plane', 'back', 'centerline', 'inadvertently', 'stalled', 'plane', 'crashed', 'right', 'wing', 'first', 'ground', 'airspeed', 'maintained', 'inadvertent', 'stall']",Weather Conditions
3978,1991-02-17,00:20,"Cleveland, Ohio",Ryan International Airlines,McDonnell Douglas DC-9-15RC,2.0,2.0,0.0,"The cargo plane stalled during takeoff cart wheeled and crashed. The failure of the flight crew to detect and remove ice contamination on the airplane's wings, which was largely a result of a lack of appropriate response by the Federal Aviation Administration, Douglas Aircraft Company, and Ryan International Airlines to the known effect that a minute amount of contamination has on the stall characteristics of the DC-9 series 10 airplane. The ice contamination led to wing stall and loss of control during the attempted takeoff.",1991,False,"['cargo', 'plane', 'stalled', 'takeoff', 'cart', 'wheeled', 'crashed', 'failure', 'flight', 'crew', 'detect', 'remove', 'ice', 'contamination', 'airplane', 'wing', 'largely', 'result', 'lack', 'appropriate', 'response', 'federal', 'aviation', 'administration', 'douglas', 'aircraft', 'company', 'ryan', 'international', 'airline', 'known', 'effect', 'minute', 'amount', 'contamination', 'stall', 'characteristic', 'dc', 'series', 'airplane', 'ice', 'contamination', 'led', 'wing', 'stall', 'loss', 'control', 'attempted', 'takeoff']",Unkown
3994,1991-02-20,15:24,"Puerto Williams, Chile",LAN,British Aerospace BAE-146-200A,72.0,20.0,0.0,The plane overran the runway on approach and sank in Beagle Channel in the sea.,1991,False,"['plane', 'overran', 'runway', 'approach', 'sank', 'beagle', 'channel', 'sea']",Unkown
2514,1991-02-22,,"Cazombo, Angola",Fuerza Area Angolaise,Antonov AN-26,47.0,47.0,0.0,Shot down by surface-to-air missile launced by UNITA rebels.,1991,False,"['shot', 'surface', 'air', 'missile', 'launced', 'unita', 'rebel']",Shot down
3995,1991-03-03,09:44,"Near Colorado Springs, Colorado",United Air Lines,Boeing B-737-291,25.0,25.0,0.0,"While on final approach to Colorado Springs, the aircraft suddenly rolled to the right and pitched nose down until it reached an almost vertical attitude before hitting the ground. Uncommanded deflection of the rudder caused by the jamming of the main rudder PUC servo valve. The rudder malfunction forced the rudder to go in the opposite direction the pilots commanded it to go. First female pilot to die on the flight deck of a major U.S. airline.",1991,False,"['final', 'approach', 'colorado', 'spring', 'aircraft', 'suddenly', 'rolled', 'right', 'pitched', 'nose', 'reached', 'almost', 'vertical', 'attitude', 'hitting', 'ground', 'uncommanded', 'deflection', 'rudder', 'caused', 'jamming', 'main', 'rudder', 'puc', 'servo', 'valve', 'rudder', 'malfunction', 'forced', 'rudder', 'go', 'opposite', 'direction', 'pilot', 'commanded', 'go', 'first', 'female', 'pilot', 'die', 'flight', 'deck', 'major', 'u', 'airline']",Pilot Error
3996,1991-03-05,16:15,"La Puerta, Venezuela",Linea Aeropostal Venezolana,McDonnell Douglas DC-9-32,45.0,45.0,0.0,The aircraft crashed into the Las Torres plateau in the Andes mountains on a flight from Maracaibo to Santa Barbara de Zulia. The mountain was shrouded in clouds. Controlled flight into terrain. The point of impact was considerably off course.,1991,False,"['aircraft', 'crashed', 'la', 'torres', 'plateau', 'andes', 'mountain', 'flight', 'maracaibo', 'santa', 'barbara', 'de', 'zulia', 'mountain', 'shrouded', 'cloud', 'controlled', 'flight', 'terrain', 'point', 'impact', 'considerably', 'course']",Collision/Geographical
